"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L106682","Primitive.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/Primitive.java","L106659","4","0","76","105","0","17","5350","0"
"L106683","PropertyKeyTokenHolder.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/PropertyKeyTokenHolder.java","L106659","1","0","13","8","0","6","505","0"
"L106684","ReadOnlyTokenCreator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/ReadOnlyTokenCreator.java","L106659","1","0","11","2","0","2","5350","0"
"L106685","RelationshipConversion.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipConversion.java","L106659","3","0","50","4","0","4","815","0"
"L106686","RelationshipImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipImpl.java","L106659","3","0","60","74","0","15","5350","0"
"L106687","RelationshipIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipIterator.java","L106659","14","0","127","25","0","8","5350","0"
"L106688","RelationshipLoader.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipLoader.java","L106659","6","0","110","21","0","7","665","0"
"L106689","RelationshipLoadingPosition.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipLoadingPosition.java","L106659","1","0","48","18","0","3","5350","0"
"L106690","RelationshipProxy.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipProxy.java","L106659","34","0","340","85","0","20","5350","0"
"L106691","RelationshipTypeToken.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipTypeToken.java","L106659","1","0","9","6","0","3","5350","0"
"L106692","RelationshipTypeTokenHolder.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/RelationshipTypeTokenHolder.java","L106659","1","0","13","7","0","5","505","0"
"L106693","SingleChainPosition.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/SingleChainPosition.java","L106659","1","0","48","20","0","3","5350","0"
"L106694","StartupStatistics.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/StartupStatistics.java","L106659","1","0","5","3","0","3","505","0"
"L106695","StartupStatisticsProvider.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/StartupStatisticsProvider.java","L106659","1","0","14","3","0","3","505","0"
"L106696","ThreadToStatementContextBridge.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/ThreadToStatementContextBridge.java","L106659","7","0","79","26","0","10","412","0"
"L106697","Token.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/Token.java","L106659","2","0","38","2","0","2","1636","0"
"L106698","TokenCreator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/TokenCreator.java","L106659","1","0","7","7","0","4","5350","0"
"L106699","TokenHolder.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/TokenHolder.java","L106659","10","0","126","25","0","9","2319","0"
"L106700","TokenNotFoundException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/core/TokenNotFoundException.java","L106659","1","0","8","2","0","1","533","0"
"L110341","AbstractAutoIndexerImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/AbstractAutoIndexerImpl.java","L110340","8","0","221","5","0","3","1296","0"
"L110342","IndexManagerImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/IndexManagerImpl.java","L110340","16","0","186","23","0","7","412","0"
"L110343","IndexProvider.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/IndexProvider.java","L110340","1","0","10","2","0","1","815","0"
"L110344","IndexProviderImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/IndexProviderImpl.java","L110340","3","0","46","8","0","4","412","0"
"L110345","LegacyIndexProxy.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/LegacyIndexProxy.java","L110340","26","0","457","30","0","8","1296","0"
"L110346","NodeAutoIndexerImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/NodeAutoIndexerImpl.java","L110340","2","0","68","4","0","3","815","0"
"L110347","PropertyContainerLocker.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/PropertyContainerLocker.java","L110340","6","0","107","7","0","4","412","0"
"L110348","RelationshipAutoIndexerImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/RelationshipAutoIndexerImpl.java","L110340","2","0","118","4","0","3","815","0"
"L110349","RelationshipLegacyIndexProxy.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/RelationshipLegacyIndexProxy.java","L110340","5","0","61","6","0","4","412","0"
"L110350","TxStateTransactionDataSnapshot.java","community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/TxStateTransactionDataSnapshot.java","L110340","21","0","377","19","0","8","2319","0"
"L111481","IndexCommand.java","community/kernel/src/main/java/org/neo4j/kernel/impl/index/IndexCommand.java","L111480","19","0","280","29","0","8","1296","0"
"L111482","IndexConfigStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/index/IndexConfigStore.java","L111480","30","0","281","6","0","3","5350","0"
"L111483","IndexDefineCommand.java","community/kernel/src/main/java/org/neo4j/kernel/impl/index/IndexDefineCommand.java","L111480","13","0","131","24","0","7","505","0"
"L111484","IndexEntityType.java","community/kernel/src/main/java/org/neo4j/kernel/impl/index/IndexEntityType.java","L111480","3","0","48","6","0","3","1296","0"
"L111485","IndexProviderStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/index/IndexProviderStore.java","L111480","23","0","201","48","0","12","101","0"
"L111486","LegacyIndexStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/index/LegacyIndexStore.java","L111480","24","0","237","19","0","8","1296","0"
"L112137","AbstractLockService.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/AbstractLockService.java","L112136","4","0","102","3","0","3","533","0"
"L112138","AcquireLockTimeoutException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/AcquireLockTimeoutException.java","L112136","1","0","8","2","0","2","665","0"
"L112139","DumpLocksVisitor.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/DumpLocksVisitor.java","L112136","1","0","16","4","0","3","665","0"
"L112140","Lock.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/Lock.java","L112136","1","0","10","2","0","2","310","0"
"L112141","LockGroup.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/LockGroup.java","L112136","2","0","19","2","0","2","310","0"
"L112142","LockManager.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/LockManager.java","L112136","1","0","22","4","0","3","665","0"
"L112143","Locks.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/Locks.java","L112136","1","0","41","10","0","7","5350","0"
"L112144","LockService.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/LockService.java","L112136","1","0","25","12","0","9","505","0"
"L112145","LockType.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/LockType.java","L112136","1","0","22","2","0","1","5350","0"
"L112146","LockWrapper.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/LockWrapper.java","L112136","2","0","31","6","0","4","20","0"
"L112147","NoOpClient.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/NoOpClient.java","L112136","1","0","51","9","0","7","5350","0"
"L112148","ReentrantLockService.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/ReentrantLockService.java","L112136","11","0","119","3","0","3","533","0"
"L112149","ResourceTypes.java","community/kernel/src/main/java/org/neo4j/kernel/impl/locking/ResourceTypes.java","L112136","1","0","67","4","0","3","1636","0"
"L113848","ConfiguringPageCacheFactory.java","community/kernel/src/main/java/org/neo4j/kernel/impl/pagecache/ConfiguringPageCacheFactory.java","L113847","4","0","79","11","0","5","5350","0"
"L113849","PageCacheLifecycle.java","community/kernel/src/main/java/org/neo4j/kernel/impl/pagecache/PageCacheLifecycle.java","L113847","1","0","16","3","0","2","665","0"
"L113850","StandalonePageCacheFactory.java","community/kernel/src/main/java/org/neo4j/kernel/impl/pagecache/StandalonePageCacheFactory.java","L113847","1","0","27","26","1","8","1296","0"
"L113905","NoQueryEngine.java","community/kernel/src/main/java/org/neo4j/kernel/impl/query/NoQueryEngine.java","L113904","1","0","31","4","0","3","1636","0"
"L113906","QueryEngineProvider.java","community/kernel/src/main/java/org/neo4j/kernel/impl/query/QueryEngineProvider.java","L113904","4","0","47","4","0","3","1636","0"
"L113907","QueryExecutionEngine.java","community/kernel/src/main/java/org/neo4j/kernel/impl/query/QueryExecutionEngine.java","L113904","1","0","10","4","0","3","1636","0"
"L113908","QueryExecutionKernelException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/query/QueryExecutionKernelException.java","L113904","1","0","15","2","0","2","2472","0"
"L113909","QueryExecutionMonitor.java","community/kernel/src/main/java/org/neo4j/kernel/impl/query/QueryExecutionMonitor.java","L113904","1","0","7","2","0","2","1636","0"
"L113910","QuerySession.java","community/kernel/src/main/java/org/neo4j/kernel/impl/query/QuerySession.java","L113904","1","0","36","2","0","2","1636","0"
"L114184","StoreRecoverer.java","community/kernel/src/main/java/org/neo4j/kernel/impl/recovery/StoreRecoverer.java","L114183","4","0","59","40","0","12","665","0"
"L114291","AbstractDynamicStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/AbstractDynamicStore.java","L114290","53","0","506","20","0","10","2319","0"
"L114292","AbstractRecordStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/AbstractRecordStore.java","L114290","1","0","45","6","0","4","665","0"
"L114293","AbstractStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/AbstractStore.java","L114290","4","0","60","12","0","7","2319","0"
"L114294","CommonAbstractStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/CommonAbstractStore.java","L114290","58","0","624","43","0","11","665","0"
"L114295","CountsComputer.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/CountsComputer.java","L114290","1","0","64","24","0","6","5350","0"
"L114296","DataInconsistencyError.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DataInconsistencyError.java","L114290","1","0","8","2","0","1","5350","0"
"L114297","DelegatingRecordStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DelegatingRecordStore.java","L114290","1","0","102","2","0","1","5350","0"
"L114298","DumpStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DumpStore.java","L114290","37","0","294","20","0","8","665","0"
"L114299","DumpStoreChain.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DumpStoreChain.java","L114290","22","0","240","13","1","5","665","0"
"L114300","DynamicArrayStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DynamicArrayStore.java","L114290","17","0","188","6","0","4","665","0"
"L114301","DynamicBlockSize.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DynamicBlockSize.java","L114290","1","0","5","2","0","1","5350","0"
"L114302","DynamicNodeLabels.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DynamicNodeLabels.java","L114290","14","0","164","11","0","4","5350","0"
"L114303","DynamicRecordAllocator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DynamicRecordAllocator.java","L114290","1","0","8","2","0","1","5350","0"
"L114304","DynamicStringStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/DynamicStringStore.java","L114290","1","0","40","4","0","3","665","0"
"L114305","ExistingThenNewRecordAllocator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/ExistingThenNewRecordAllocator.java","L114290","3","0","38","2","0","1","5350","0"
"L114306","InlineNodeLabels.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/InlineNodeLabels.java","L114290","10","0","137","14","0","5","815","0"
"L114307","InvalidIdGeneratorException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/InvalidIdGeneratorException.java","L114290","1","0","16","2","0","1","5350","0"
"L114308","InvalidRecordException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/InvalidRecordException.java","L114290","1","0","16","2","0","1","5350","0"
"L114309","LabelIdArray.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/LabelIdArray.java","L114290","7","0","59","2","0","1","5350","0"
"L114310","LabelTokenStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/LabelTokenStore.java","L114290","1","0","60","9","0","4","665","0"
"L114311","LongerShortString.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/LongerShortString.java","L114290","138","0","665","2","0","1","5350","0"
"L114312","MismatchingStoreIdException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/MismatchingStoreIdException.java","L114290","1","0","20","2","0","1","5350","0"
"L114313","MultipleUnderlyingStorageExceptions.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/MultipleUnderlyingStorageExceptions.java","L114290","3","0","29","2","0","1","5350","0"
"L114314","NeoStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/NeoStore.java","L114290","44","0","758","54","1","12","2319","0"
"L114315","NodeLabels.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/NodeLabels.java","L114290","1","0","12","4","0","1","5350","0"
"L114316","NodeLabelsField.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/NodeLabelsField.java","L114290","5","0","44","10","0","4","2319","0"
"L114317","NodeStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/NodeStore.java","L114290","33","0","369","21","0","8","815","0"
"L114318","NotCurrentStoreVersionException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/NotCurrentStoreVersionException.java","L114290","2","0","16","2","0","1","5350","0"
"L114319","PropertyKeyTokenStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/PropertyKeyTokenStore.java","L114290","1","0","62","9","0","4","665","0"
"L114320","PropertyStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/PropertyStore.java","L114290","60","0","585","29","0","9","815","0"
"L114321","PropertyType.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/PropertyType.java","L114290","22","0","335","5","0","3","4","1"
"L114322","RecordStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/RecordStore.java","L114290","7","0","160","6","0","4","412","0"
"L114323","RelationshipGroupStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/RelationshipGroupStore.java","L114290","23","0","229","11","0","7","815","0"
"L114324","RelationshipStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/RelationshipStore.java","L114290","26","0","269","15","0","8","815","0"
"L114325","RelationshipTypeTokenStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/RelationshipTypeTokenStore.java","L114290","1","0","60","8","0","4","665","0"
"L114326","SchemaRuleAccess.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/SchemaRuleAccess.java","L114290","1","0","7","2","0","1","5350","0"
"L114327","SchemaStorage.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/SchemaStorage.java","L114290","14","0","218","7","0","3","412","0"
"L114328","SchemaStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/SchemaStore.java","L114290","1","0","79","4","0","3","665","0"
"L114329","ShortArray.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/ShortArray.java","L114290","87","0","714","2","0","1","5350","0"
"L114330","Store.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/Store.java","L114290","1","0","8","2","0","1","5350","0"
"L114331","StoreAccess.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreAccess.java","L114290","4","0","213","20","0","8","2319","0"
"L114332","StoreFactory.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreFactory.java","L114290","16","0","503","38","1","8","2319","0"
"L114333","StoreFailureException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreFailureException.java","L114290","1","0","16","5","0","2","1296","0"
"L114334","StoreId.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreId.java","L114290","8","0","122","2","0","1","5350","0"
"L114335","StoreIdIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreIdIterator.java","L114290","3","0","39","2","0","1","5350","0"
"L114336","StoreNotFoundException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreNotFoundException.java","L114290","1","0","8","2","0","1","5350","0"
"L114337","StoreVersionMismatchHandler.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/StoreVersionMismatchHandler.java","L114290","1","0","31","4","0","1","5350","0"
"L114338","TokenStore.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/TokenStore.java","L114290","29","0","290","16","0","7","665","0"
"L114339","UnderlyingStorageException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/UnderlyingStorageException.java","L114290","1","0","16","2","0","1","5350","0"
"L114340","UniquenessConstraintRule.java","community/kernel/src/main/java/org/neo4j/kernel/impl/store/UniquenessConstraintRule.java","L114290","6","0","92","2","0","1","5350","0"
"L125480","ConfigMapUpgradeConfiguration.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/ConfigMapUpgradeConfiguration.java","L125479","2","0","19","13","0","8","1636","0"
"L125481","CurrentDatabase.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/CurrentDatabase.java","L125479","3","0","53","16","0","8","5350","0"
"L125482","FileOperation.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/FileOperation.java","L125479","7","0","74","7","0","3","5350","0"
"L125483","LogFiles.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/LogFiles.java","L125479","2","0","33","52","0","10","5350","0"
"L125484","SchemaIndexMigrator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/SchemaIndexMigrator.java","L125479","11","0","123","5","0","3","1296","0"
"L125485","StoreFile.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreFile.java","L125479","7","0","246","48","0","10","412","0"
"L125486","StoreFileType.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreFileType.java","L125479","1","0","21","3","0","2","1296","0"
"L125487","StoreMigrationParticipant.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreMigrationParticipant.java","L125479","1","0","44","18","0","8","665","0"
"L125488","StoreMigrationTool.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreMigrationTool.java","L125479","5","0","89","108","0","17","5350","0"
"L125489","StoreMigrator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreMigrator.java","L125479","29","0","632","222","0","20","2319","0"
"L125490","StoreSourceTraceability.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreSourceTraceability.java","L125479","1","0","33","2","0","2","59","0"
"L125491","StoreUpgrader.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreUpgrader.java","L125479","26","0","323","105","0","17","2319","0"
"L125492","StoreVersionCheck.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/StoreVersionCheck.java","L125479","9","0","105","14","0","7","1296","0"
"L125493","UpgradableDatabase.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/UpgradableDatabase.java","L125479","10","0","81","55","0","15","1296","0"
"L125494","UpgradeConfiguration.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/UpgradeConfiguration.java","L125479","1","0","12","8","0","5","1296","0"
"L125495","UpgradeNotAllowedByConfigurationException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/UpgradeNotAllowedByConfigurationException.java","L125479","1","0","16","14","0","9","815","0"
"L125496","UpgradeNotAllowedByDatabaseModeException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/UpgradeNotAllowedByDatabaseModeException.java","L125479","1","0","8","4","0","3","815","0"
"L125497","UpgradeNotAllowedException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/UpgradeNotAllowedException.java","L125479","1","0","9","6","0","4","5350","0"
"L127927","CommitNotificationFailedException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/CommitNotificationFailedException.java","L127926","1","0","8","11","0","4","5350","0"
"L127928","CommittedTransactionRepresentation.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/CommittedTransactionRepresentation.java","L127926","7","0","76","6","0","5","67","0"
"L127929","IllegalResourceException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/IllegalResourceException.java","L127926","1","0","20","3","0","3","5350","0"
"L127930","InjectedTransactionValidator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/InjectedTransactionValidator.java","L127926","1","0","12","4","0","2","5350","0"
"L127931","RecoveryVerificationException.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/RecoveryVerificationException.java","L127926","1","0","9","2","0","1","5350","0"
"L127932","RecoveryVerifier.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/RecoveryVerifier.java","L127926","1","0","13","4","0","2","5350","0"
"L127933","TransactionCounters.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/TransactionCounters.java","L127926","2","0","59","2","0","1","5350","0"
"L127934","TransactionHeaderInformationFactory.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/TransactionHeaderInformationFactory.java","L127926","1","0","33","4","0","3","815","0"
"L127935","TransactionIdFactory.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/TransactionIdFactory.java","L127926","1","0","4","3","0","3","5350","0"
"L127936","TransactionInfo.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/TransactionInfo.java","L127926","2","0","53","2","0","1","5350","0"
"L127937","TransactionMonitor.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/TransactionMonitor.java","L127926","1","0","7","2","0","1","5350","0"
"L127938","TransactionRepresentation.java","community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/TransactionRepresentation.java","L127926","1","0","17","4","0","3","199","0"
"L135933","AbstractTraverserIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/AbstractTraverserIterator.java","L135932","1","0","39","6","0","4","665","0"
"L135934","AsOneStartBranch.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/AsOneStartBranch.java","L135932","4","0","162","10","1","4","5350","0"
"L135935","BidirectionalTraversalDescriptionImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/BidirectionalTraversalDescriptionImpl.java","L135932","2","0","133","12","0","6","412","0"
"L135936","BidirectionalTraverserIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/BidirectionalTraverserIterator.java","L135932","12","0","164","23","1","10","5350","0"
"L135937","BranchCollisionPolicies.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/BranchCollisionPolicies.java","L135932","1","0","12","5","0","4","5350","0"
"L135938","BranchCollisionPolicy.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/BranchCollisionPolicy.java","L135932","1","0","4","5","0","4","5350","0"
"L135939","DefaultTraverser.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/DefaultTraverser.java","L135932","4","0","112","2","0","2","665","0"
"L135940","MonoDirectionalTraversalDescription.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/MonoDirectionalTraversalDescription.java","L135932","12","0","218","13","0","6","412","0"
"L135941","MonoDirectionalTraverserIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/MonoDirectionalTraverserIterator.java","L135932","4","0","68","5","0","3","5350","0"
"L135942","MultiEvaluator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/MultiEvaluator.java","L135932","6","0","43","5","0","4","5350","0"
"L135943","OldTraverserWrapper.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/OldTraverserWrapper.java","L135932","13","0","227","5","0","4","2319","0"
"L135944","SortingTraverserIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/SortingTraverserIterator.java","L135932","4","0","84","7","0","4","665","0"
"L135945","StartNodeTraversalBranch.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/StartNodeTraversalBranch.java","L135932","3","0","36","10","0","5","5350","0"
"L135946","TraversalBranchImpl.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/TraversalBranchImpl.java","L135932","20","0","321","19","0","10","5350","0"
"L135947","TraversalBranchWithState.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/TraversalBranchWithState.java","L135932","1","0","55","5","0","4","828","0"
"L135948","TraverserIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/traversal/TraverserIterator.java","L135932","1","0","7","9","1","5","5350","0"
"L137486","Access.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Access.java","L137485","1","0","7","3","0","1","5350","0"
"L137487","ArrayMap.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/ArrayMap.java","L137485","50","0","393","20","0","11","2319","0"
"L137488","ArrayQueueOutOfOrderSequence.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/ArrayQueueOutOfOrderSequence.java","L137485","8","0","84","10","0","6","2319","0"
"L137489","Bits.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Bits.java","L137485","20","0","298","39","0","13","1296","0"
"L137490","BufferedFileChannel.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/BufferedFileChannel.java","L137485","9","0","101","15","0","5","665","0"
"L137491","CappedOperation.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/CappedOperation.java","L137485","9","0","137","13","0","4","412","0"
"L137492","Charsets.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Charsets.java","L137485","1","0","6","1","0","1","236","0"
"L137493","Codecs.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Codecs.java","L137485","5","0","32","2","0","1","412","0"
"L137494","Condition.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Condition.java","L137485","1","0","6","3","0","3","412","0"
"L137495","Converters.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Converters.java","L137485","6","0","136","9","0","2","665","0"
"L137496","CopyOnWriteHashMap.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/CopyOnWriteHashMap.java","L137485","1","0","188","2","0","2","2472","0"
"L137497","Cursors.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Cursors.java","L137485","6","0","116","8","0","5","815","0"
"L137498","DebugUtil.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/DebugUtil.java","L137485","33","0","302","18","0","6","412","0"
"L137499","Dependencies.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/Dependencies.java","L137485","7","0","102","10","0","4","5350","0"
"L137500","DependencySatisfier.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/DependencySatisfier.java","L137485","1","0","6","7","0","4","815","0"
"L137501","DiffApplyingPrimitiveIntIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/DiffApplyingPrimitiveIntIterator.java","L137485","7","0","85","8","1","4","1296","0"
"L137502","DiffApplyingPrimitiveLongIterator.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/DiffApplyingPrimitiveLongIterator.java","L137485","7","0","85","10","1","4","5350","0"
"L137503","DumpLogicalLog.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/DumpLogicalLog.java","L137485","14","0","203","98","1","19","5350","0"
"L137504","DurationLogger.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/DurationLogger.java","L137485","2","0","39","4","0","3","665","0"
"L137505","HexPrinter.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/HexPrinter.java","L137485","10","0","91","7","0","4","101","0"
"L137507","IdPrettyPrinter.java","community/kernel/src/main/java/org/neo4j/kernel/impl/util/IdPrettyPrinter.java","L137485","4","0","17","2","0","1","815","0"
