"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L81835","Uris","org.neo4j.helpers.Uris","L77068","L103","community\kernel\src\main\java\org\neo4j\helpers\Uris.java","27","1","76","2","0","0","0","0","0","0","0","0","1","0","0","2","1","4","4","0","2","1","0.47619","10","10","2","0","0.2","10","0","0","0","0","0","11","19","0","0","0","0","2","0","1","0","2","1","0","1","0","40","50","0","0","0","0","3","0","2","0","3","12","0","2","0","0","0","11","0","3","0","0","0","0","0","0","0","0","2","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L81851","UTF8","org.neo4j.helpers.UTF8","L77068","L103","community\kernel\src\main\java\org\neo4j\helpers\UTF8.java","30","1","117","2","0","0","0","0","0","0","0","0","1","1","1","11","1","35","49","0","8","0.142857","0.0985916","7","5","1","6","0.0843373","7","0","0","0","0","0","64","76","2","1","2","1","8","2","6","0","8","18","2","6","0","76","88","2","1","2","1","10","2","8","0","10","20","2","8","0","0","0","31","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","4","1","0","0","0","0","0"
"L81909","ArrayUtilTest","org.neo4j.helpers.ArrayUtilTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\ArrayUtilTest.java","29","1","96","2","0","0","0","0","0","0","0","0","5","1","1","6","2","0","0","4","9","0","0.210526","12","0","0","6","0.210526","12","0","0","0","0","0","45","68","0","0","0","0","5","0","5","0","5","21","0","5","0","45","68","0","0","0","0","5","0","5","0","5","21","0","5","0","0","0","8","7","9","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0"
"L81917","BarService","org.neo4j.helpers.BarService","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\BarService.java","22","1","24","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","1","2","3","2","1","0","0","0","0","0","0","12","0","0","8","0","2","3","2","1","0","0","0","0","0","0","12","0","0","8","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L81924","BazService","org.neo4j.helpers.BazService","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\BazService.java","22","1","24","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","1","2","3","2","1","0","0","0","0","0","0","12","0","0","8","0","2","3","2","1","0","0","0","0","0","0","12","0","0","8","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L81926","Configuration","org.neo4j.helpers.Configuration","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\Configuration.java","30","1","92","2","0.147239","1","2","1","0.190476","0.207547","12","11","2","1","1","10","2","1","57","2","8","0","0.0175439","1","0","0","5","0.0175439","1","0","0","0","0","0","56","63","3","0","3","0","6","1","4","0","6","17","1","4","0","56","63","3","0","3","0","6","1","4","0","6","17","1","4","0","0","0","30","0","3","0","0","0","0","10","0","1","0","0","0","0","0","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0"
"L2451","FakeClock","org.neo4j.helpers.FakeClock","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\FakeClock.java","24","1","38","2","0","0","0","0","0","0","0","0","1","0","0","2","1","20","29","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","13","15","2","0","1","0","2","0","2","0","2","2","1","2","0","13","15","2","0","1","0","2","0","2","0","2","2","1","2","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0"
"L81918","FooService","org.neo4j.helpers.FooService","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\FooService.java","22","1","28","2","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","1","2","0","0","0","0","0","2","0","0","1","1","2","2","1","5","7","2","1","0","0","1","0","1","0","12","1","0","8","0","5","7","2","1","0","0","1","0","1","0","12","1","0","8","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L81960","FunctionsTest","org.neo4j.helpers.FunctionsTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\FunctionsTest.java","32","1","98","2","0","0","0","0","0","0","0","0","6","0","0","6","8","0","0","9","15","0","0","0","0","0","7","0","0","0","0","0","0","0","40","49","0","0","0","0","6","0","6","0","6","10","0","6","0","58","67","0","0","0","0","9","0","9","0","9","13","0","9","0","0","0","31","8","2","0","0","0","0","0","0","1","0","0","0","0","0","1","30","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","0","0","0"
"L81999","HostnamePortTest","org.neo4j.helpers.HostnamePortTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\HostnamePortTest.java","36","1","559","2","0.54099","7","49","31","0.416031","0.427419","218","159","21","1","1","36","1","0","0","9","34","0","0.154195","68","0","0","25","0.154195","68","0","0","0","0","0","373","524","0","0","0","0","25","0","24","0","25","224","0","24","0","373","524","0","0","0","0","25","0","24","0","25","224","0","24","0","0","0","113","99","114","0","72","0","0","61","0","1","0","0","0","0","0","0","49","0","0","0","0","0","112","0","0","0","0","0","0","0","0","0","2","0","2","1","10","16","0","0","0"
"L82033","ServiceTest","org.neo4j.helpers.ServiceTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\ServiceTest.java","32","1","123","2","0.275072","1","2","2","0.217391","0.25641","20","20","4","2","2","5","6","0","0","4","8","0","0","0","0","0","5","0","0","0","0","0","0","0","44","50","0","0","0","0","4","0","4","0","4","23","0","4","0","78","92","0","6","0","6","12","0","12","0","12","31","0","12","0","0","0","51","4","4","0","0","0","0","17","0","1","0","0","0","0","0","0","33","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0"
"L82082","SettingsTest","org.neo4j.helpers.SettingsTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\SettingsTest.java","56","1","304","2","0.186975","2","12","6","0.253012","0.252747","63","46","17","1","1","24","7","0","0","16","33","0","0.148837","32","0","0","18","0.148837","32","0","0","0","0","0","183","249","0","0","0","0","17","0","17","0","17","76","0","17","0","183","249","0","0","0","0","17","0","17","0","17","76","0","17","0","0","0","64","5","7","0","0","0","0","29","0","1","0","0","0","0","0","1","33","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","0","0","0"
"L82109","StringsTest","org.neo4j.helpers.StringsTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\StringsTest.java","30","1","82","2","0","0","0","0","0","0","0","0","3","0","0","3","2","0","0","3","6","0","0.04","2","0","0","4","0.04","2","0","0","0","0","0","48","53","0","0","0","0","3","0","3","0","3","26","0","3","0","48","53","0","0","0","0","3","0","3","0","3","26","0","3","0","0","0","10","0","28","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L82117","TaskCoordinatorTest","org.neo4j.helpers.TaskCoordinatorTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\TaskCoordinatorTest.java","36","1","113","2","0","0","0","0","0","0","0","0","2","1","1","2","5","0","0","7","9","0","0.117647","6","0","0","3","0.121622","9","0","0","0","0","0","45","58","0","0","0","0","2","0","2","0","2","26","0","2","0","65","78","0","0","0","0","3","0","3","0","3","36","0","3","0","0","0","13","5","8","0","0","0","0","0","0","1","0","0","0","0","0","0","12","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0"
"L82134","TestArgs","org.neo4j.helpers.TestArgs","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\TestArgs.java","48","1","350","2","0.0870942","1","2","2","0.0924092","0.0841122","28","18","19","1","1","21","8","0","0","23","42","0","0.156627","39","0","0","20","0.152941","39","0","0","0","0","0","210","297","0","0","0","0","19","0","19","0","19","116","0","19","0","216","303","3","0","3","0","19","3","19","0","19","116","3","19","0","0","0","47","14","56","0","0","0","0","12","0","1","0","0","0","0","0","0","31","0","0","0","0","0","56","0","0","0","0","0","0","0","0","0","0","0","3","0","6","8","0","0","0"
"L82187","TestExceptions","org.neo4j.helpers.TestExceptions","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\TestExceptions.java","30","1","188","2","0","0","0","0","0","0","0","0","5","0","0","5","8","0","0","14","19","0","0.197183","14","0","0","6","0.103704","14","0","0","0","0","0","57","91","0","0","0","0","5","0","5","0","5","23","0","5","0","121","159","0","0","0","0","16","0","16","0","28","34","0","28","0","0","0","55","7","9","0","0","0","0","0","0","1","0","0","0","0","0","0","54","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0"
"L82256","TestFormat","org.neo4j.helpers.TestFormat","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\TestFormat.java","32","1","97","2","0","0","0","0","0","0","0","0","1","0","0","6","1","0","0","7","11","0","0.0714286","4","0","0","3","0.0714286","4","0","0","0","0","0","52","66","0","0","0","0","4","0","2","0","4","31","0","2","0","52","66","0","0","0","0","4","0","2","0","4","31","0","2","0","0","0","11","2","18","0","0","0","0","0","0","0","0","0","0","0","0","7","11","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"L82276","TickingClock","org.neo4j.helpers.TickingClock","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\TickingClock.java","30","1","78","2","0","0","0","0","0","0","0","0","1","2","2","6","1","2","11","0","3","0.25","0.0666667","3","3","1","3","0.0666667","3","1","1","0","0","1","42","49","4","0","3","0","3","0","3","0","3","15","1","3","0","42","49","4","0","3","0","3","0","3","0","3","15","1","3","0","0","0","11","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0"
"L82299","UrisTest","org.neo4j.helpers.UrisTest","L77068","L103","community\kernel\src\test\java\org\neo4j\helpers\UrisTest.java","31","1","43","2","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","12","13","0","0","0","0","1","0","1","0","1","5","0","1","0","12","13","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L82375","AbstractSelectorOrderer<T extends Object>","org.neo4j.kernel.AbstractSelectorOrderer","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\AbstractSelectorOrderer.java","31","1","114","2","0","0","0","0","0","0","0","0","1","3","3","13","5","2","4","1","10","0.333333","0.0428571","3","3","1","2","0.0394737","3","2","2","2","2","1","67","78","4","1","4","1","9","0","2","1","10","20","0","3","1","73","84","4","1","4","1","10","0","3","1","11","21","0","4","1","0","2","26","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L74224","AlternatingSelectorOrderer","org.neo4j.kernel.AlternatingSelectorOrderer","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\AlternatingSelectorOrderer.java","26","1","55","2","0","0","0","0","0","0","0","0","2","2","2","6","5","1","1","5","8","0","0","0","0","0","3","0","0","3","3","0","0","1","28","30","4","1","0","0","3","0","2","0","12","9","0","4","1","28","30","4","1","0","0","3","0","2","0","12","9","0","4","1","0","0","10","0","3","0","0","2","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L90042","AvailabilityGuard","org.neo4j.kernel.AvailabilityGuard","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\AvailabilityGuard.java","43","1","294","2","0.297101","3","16","7","0.234127","0.261084","59","53","2","5","3","31","9","23","33","9","21","0.25","0.0877193","15","15","3","9","0.0877193","20","0","0","0","0","0","156","196","5","0","5","0","12","1","11","0","12","58","1","11","0","208","252","10","0","10","0","21","4","19","0","21","65","4","19","0","0","0","119","5","7","0","0","0","0","55","0","1","0","0","0","0","0","9","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0","0"
"L90167","BidirectionalTraversalBranchPath","org.neo4j.kernel.BidirectionalTraversalBranchPath","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\BidirectionalTraversalBranchPath.java","32","1","216","2","0","0","0","0","0","0","0","0","2","2","2","39","6","1","1","8","23","0","0.0419162","7","0","0","14","0.0419162","7","1","1","0","0","1","160","185","6","0","6","0","15","0","13","0","15","75","0","13","0","160","185","6","0","6","0","15","0","13","0","15","75","0","13","0","0","0","35","5","21","0","0","18","0","0","0","1","0","0","0","0","0","1","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","5","0","0","0"
"L90248","CommonFactories","org.neo4j.kernel.CommonFactories","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\CommonFactories.java","25","1","42","2","0","0","0","0","0","0","0","0","3","0","0","3","5","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","16","18","0","0","0","0","3","0","3","0","3","3","0","3","0","16","18","0","0","0","0","3","0","3","0","3","3","0","3","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L90884","DatabaseAvailability","org.neo4j.kernel.DatabaseAvailability","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\DatabaseAvailability.java","37","1","106","2","0","0","0","0","0","0","0","0","4","1","1","10","5","2","2","4","12","0.125","0.153846","10","5","1","7","0.153846","10","1","2","0","0","2","55","70","3","0","3","0","8","0","7","0","8","12","0","7","0","55","70","3","0","3","0","8","0","7","0","8","12","0","7","0","0","0","19","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16488","DeadlockDetectedException","org.neo4j.kernel.DeadlockDetectedException","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\DeadlockDetectedException.java","25","1","45","2","0","0","0","0","0","0","0","0","0","0","0","2","0","19","4","0","2","0.333333","0.130435","3","3","1","2","0.130435","3","0","0","1","1","0","20","21","0","0","0","0","2","0","2","0","2","2","0","2","0","20","21","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21081","DefaultFileSystemAbstraction","org.neo4j.kernel.DefaultFileSystemAbstraction","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\DefaultFileSystemAbstraction.java","27","1","30","2","0","0","0","0","0","0","0","0","0","0","0","0","1","25","0","0","0","1","0.555556","5","5","1","0","0.555556","5","2","2","0","0","1","4","4","2","2","0","0","0","0","0","0","21","0","0","21","0","4","4","2","2","0","0","0","0","0","0","21","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31588","DefaultIdGeneratorFactory","org.neo4j.kernel.DefaultIdGeneratorFactory","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\DefaultIdGeneratorFactory.java","33","1","58","2","0","0","0","0","0","0","0","0","2","0","0","3","5","37","1","4","7","0.25","0.115385","3","3","1","3","0.115385","3","1","1","0","0","1","23","26","1","0","1","0","3","0","3","0","3","7","0","3","0","23","26","1","0","1","0","3","0","3","0","3","7","0","3","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20349","EmbeddedGraphDatabase","org.neo4j.kernel.EmbeddedGraphDatabase","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\EmbeddedGraphDatabase.java","46","1","61","2","0","0","0","0","0","0","0","0","0","0","0","1","2","16","6","2","3","1","0.636364","21","21","2","0","0.636364","21","3","4","6","16","1","12","16","51","10","1","0","1","0","1","0","72","2","1","32","0","12","16","51","10","1","0","1","0","1","0","72","2","1","32","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0"
"L90989","ExtendedPath","org.neo4j.kernel.ExtendedPath","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\ExtendedPath.java","30","1","207","2","0.680653","2","12","4","0.617977","0.6625","110","106","5","0","0","11","5","10","1","4","15","0","0","0","0","0","12","0","0","1","1","0","0","1","66","77","3","0","3","0","11","0","11","0","12","13","0","12","0","162","178","15","0","13","0","20","0","15","0","41","43","0","36","0","0","0","198","0","22","0","0","6","0","126","0","1","0","0","0","0","0","14","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0"
"L2255","GraphDatabaseDependencies","org.neo4j.kernel.GraphDatabaseDependencies","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\GraphDatabaseDependencies.java","36","1","154","2","0","0","0","0","0","0","0","0","1","1","1","16","9","20","27","3","18","0.133333","0.0192308","2","2","2","13","0.0192308","2","1","1","0","0","1","102","119","6","0","6","0","15","0","14","0","15","24","0","14","0","102","119","6","0","6","0","15","0","14","0","15","24","0","14","0","0","0","35","0","13","0","0","0","0","0","0","0","0","0","0","0","0","7","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","2","0","0","0","0","0","0"
"L2123","InternalAbstractGraphDatabase","org.neo4j.kernel.InternalAbstractGraphDatabase","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\InternalAbstractGraphDatabase.java","196","1","1659","2","0.0660675","4","16","7","0.0662568","0.0738037","97","91","3","3","3","125","161","108","249","141","212","0.0625","0.0336239","27","7","2","30","0.0400925","52","2","3","4","20","3","776","946","50","10","50","10","71","1","31","0","71","268","1","31","0","1245","1464","73","15","66","14","111","12","68","0","124","416","13","77","0","0","4","391","6","89","0","0","0","0","68","0","6","0","4","0","8","0","80","266","0","0","3","2","0","0","0","0","0","0","0","0","0","0","13","0","0","37","3","0","0","0","0","0"
"L688","KernelData","org.neo4j.kernel.KernelData","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\KernelData.java","32","1","106","2","0","0","0","0","0","0","0","0","1","3","3","17","4","35","34","2","12","0.125","0.0447761","3","3","1","7","0.0447761","3","0","0","5","5","0","64","75","4","1","4","1","10","1","7","0","10","21","1","7","0","64","75","4","1","4","1","10","1","7","0","10","21","1","7","0","0","0","27","0","7","0","0","2","0","0","0","0","0","0","0","0","0","2","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","4","0","0","0","0","0","0"
"L144104","KernelDiagnostics","org.neo4j.kernel.KernelDiagnostics","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\KernelDiagnostics.java","44","1","193","2","0","0","0","0","0","0","0","0","3","1","1","7","8","3","1","8","13","0.25","0.125","4","3","1","3","0.0373134","5","1","1","2","2","1","28","36","0","1","0","1","5","0","3","0","5","6","0","3","0","129","150","5","5","5","3","14","0","6","0","22","50","0","12","0","0","0","42","1","10","0","0","0","0","0","0","1","0","0","4","0","0","4","40","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"L107199","KernelEventHandlers","org.neo4j.kernel.KernelEventHandlers","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\KernelEventHandlers.java","35","1","131","2","0","0","0","0","0","0","0","0","4","3","3","17","5","3","4","4","12","0.111111","0.0652174","6","5","1","8","0.0652174","6","1","1","0","0","1","86","97","2","0","2","0","8","0","8","0","8","25","0","8","0","86","97","2","0","2","0","8","0","8","0","8","25","0","8","0","0","0","20","1","5","0","0","0","0","0","0","1","0","0","0","0","0","4","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"L30756","KernelHealth","org.neo4j.kernel.KernelHealth","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\KernelHealth.java","29","1","109","2","0","0","0","0","0","0","0","0","1","3","3","10","5","26","12","5","10","0.166667","0.133333","10","8","1","5","0.133333","10","0","0","0","0","0","65","81","5","0","5","0","5","0","5","0","5","22","0","5","0","65","81","5","0","5","0","5","0","5","0","5","22","0","5","0","0","0","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"L74205","LevelSelectorOrderer","org.neo4j.kernel.LevelSelectorOrderer","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\LevelSelectorOrderer.java","30","1","111","2","0","0","0","0","0","0","0","0","2","2","2","12","8","2","2","13","16","0","0.0508475","3","0","0","3","0.0394737","3","3","3","0","0","1","56","63","7","1","3","0","3","0","2","0","12","25","0","4","1","73","82","9","1","5","0","5","0","2","0","14","31","0","4","1","0","0","18","1","6","0","0","2","0","0","0","1","0","0","2","1","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L132139","LogRotationImpl","org.neo4j.kernel.LogRotationImpl","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\LogRotationImpl.java","35","1","124","2","0","0","0","0","0","0","0","0","1","3","3","6","10","2","2","12","16","0.25","0.25","20","3","1","3","0.25","20","1","1","0","0","1","60","90","6","0","5","0","4","0","3","0","4","26","1","3","0","60","90","6","0","5","0","4","0","3","0","4","26","1","3","0","0","0","9","1","8","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0"
"L914","NeoStoreDataSource","org.neo4j.kernel.NeoStoreDataSource","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\NeoStoreDataSource.java","163","1","1326","2","0.0920088","6","19","15","0.140893","0.160576","164","145","4","4","4","53","145","50","55","135","174","0.0714286","0.14003","92","28","2","26","0.0922619","93","2","4","0","0","3","565","765","45","15","45","15","39","1","27","0","39","197","1","27","0","915","1164","52","19","52","19","109","7","92","0","127","265","7","106","0","0","1","509","5","64","0","0","0","0","184","0","7","0","2","0","11","0","60","270","1","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","34","5","0","0","0","0","0"
"L14284","OrderedByTypeExpander","org.neo4j.kernel.OrderedByTypeExpander","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\OrderedByTypeExpander.java","37","1","110","2","0","0","0","0","0","0","0","0","2","2","2","11","10","4","5","7","15","0","0","0","0","0","5","0","0","4","5","0","0","1","56","64","5","0","1","0","8","0","4","0","36","19","2","19","0","66","74","10","1","1","0","9","0","4","0","44","22","2","25","0","0","0","27","0","8","0","0","4","0","0","0","1","0","0","3","0","0","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L145703","PathDescription","org.neo4j.kernel.PathDescription","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\PathDescription.java","43","1","114","2","0","0","0","0","0","0","0","0","1","0","0","6","6","2","2","3","9","0.166667","0.184211","7","7","1","5","0.101449","7","0","0","0","0","0","31","38","1","0","1","0","6","0","5","0","6","8","0","5","0","62","72","2","0","2","0","9","0","7","0","9","19","0","7","0","0","0","24","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L108849","PlaceboTransaction","org.neo4j.kernel.PlaceboTransaction","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\PlaceboTransaction.java","29","1","84","2","0","0","0","0","0","0","0","0","1","1","1","10","5","4","2","6","14","0.111111","0.0588235","3","3","1","8","0.0588235","3","1","1","0","0","1","48","56","2","0","2","0","8","0","8","0","8","9","0","8","0","48","56","2","0","2","0","8","0","8","0","8","9","0","8","0","0","0","19","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L34426","Recovery","org.neo4j.kernel.Recovery","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\Recovery.java","33","1","89","2","0","0","0","0","0","0","0","0","1","2","2","5","7","8","3","10","13","0.25","0.175","7","4","1","3","0.132075","7","2","2","0","0","1","33","42","3","0","3","0","3","0","3","0","7","12","0","7","0","46","57","3","3","3","3","10","0","10","0","14","12","0","14","0","0","0","23","0","7","0","0","2","0","0","0","0","0","0","0","0","0","3","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"L145559","RecoveryLabelScanWriterProvider","org.neo4j.kernel.RecoveryLabelScanWriterProvider","L82303","L103","community\kernel\src\main\java\org\neo4j\kernel\RecoveryLabelScanWriterProvider.java","40","1","115","2","0.246377","1","3","1","0.157895","0.214286","12","12","1","0","0","3","4","4","3","1","4","0.75","0.3125","10","10","3","1","0.205479","15","1","1","0","0","1","22","32","4","0","4","0","3","0","3","0","3","4","0","3","0","58","76","6","0","5","0","6","0","5","0","6","14","1","5","0","0","0","30","0","1","0","0","0","0","16","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
