@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L49664","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","0","2","0","0","0","0","0","1","0","0","1","1","0","0","1","12","13","6","0","0","0","2","0","0","0","5","2","6","0","0","12","13","6","0","0","0","2","0","0","0","5","2","6","0","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L49669","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","0","2","0","0","0","0","0","1","0","0","1","1","0","0","1","12","13","6","0","0","0","2","0","0","0","5","2","6","0","0","12","13","6","0","0","0","2","0","0","0","5","2","6","0","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L49675","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","0","2","0","0","0","0","0","1","0","0","1","1","0","0","1","12","13","6","0","0","0","2","0","0","0","5","2","6","0","0","12","13","6","0","0","0","2","0","0","0","5","2","6","0","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L49680","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","2","6","0","0","0","0","0","0","0","3","0","6","0","0","2","2","6","0","0","0","0","0","0","0","3","0","6","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L49697","0","0","0","0","0","0","0","0","2","1","1","3","6","0","0","3","5","0","0","0","0","0","3","0","0","1","1","0","0","1","16","16","0","0","0","0","2","0","2","0","2","3","0","2","0","16","16","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L49987","0","0","0","0","0","0","0","0","4","0","0","4","1","0","0","0","4","0","0.173913","4","0","0","5","0.173913","4","2","2","0","0","1","19","25","3","1","0","0","4","0","4","0","25","0","0","21","0","19","25","3","1","0","0","4","0","4","0","25","0","0","21","0","0","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50268","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50483","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","10","10","2","0","0","0","1","0","0","0","2","3","2","1","0","10","10","2","0","0","0","1","0","0","0","2","3","2","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L50490","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","10","10","2","0","0","0","1","0","0","0","2","3","2","1","0","10","10","2","0","0","0","1","0","0","0","2","3","2","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L50538","0","0","0","0","0","0","0","0","1","1","1","3","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","21","20","0","0","0","0","1","0","1","0","1","9","0","1","0","35","34","0","0","0","0","2","0","1","0","2","14","0","1","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50580","0","0","0","0","0","0","0","0","1","1","1","1","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","18","17","0","0","0","0","1","0","1","0","1","6","0","1","0","18","17","0","0","0","0","1","0","1","0","1","6","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50694","0","0","0","0","0","0","0","0","1","2","1","3","5","0","0","0","1","0","0","0","0","0","2","0","0","2","2","0","0","1","18","18","2","0","1","0","1","0","1","0","2","5","0","2","0","18","18","2","0","1","0","1","0","1","0","2","5","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50799","0","0","0","0","0","0","0","0","2","0","0","3","3","0","0","1","3","0","0","0","0","0","3","0","0","1","1","0","0","1","13","13","0","0","0","0","2","0","2","0","2","2","0","2","0","13","13","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50844","0","0","0","0","0","0","0","0","1","1","1","1","3","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","16","15","0","0","0","0","1","0","1","0","1","4","0","1","0","16","15","0","0","0","0","1","0","1","0","1","4","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L50886","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","15","14","0","0","0","0","1","0","1","0","1","3","0","1","0","15","14","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50965","0","0","0","0","0","0","0","0","2","1","1","3","2","0","0","2","4","0","0","0","0","0","2","0","0","0","0","0","0","0","22","22","0","0","0","0","2","0","1","0","2","6","0","1","0","22","22","0","0","0","0","2","0","1","0","2","6","0","1","0","0","0","8","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L50979","0.357143","1","1","1","0.6","0.565217","15","13","1","2","2","2","2","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","26","25","0","0","0","0","1","0","1","0","1","7","0","1","0","26","25","0","0","0","0","1","0","1","0","1","7","0","1","0","0","0","16","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51247","0.240964","1","1","1","0.207547","0.217391","11","10","5","1","1","5","1","0","0","1","6","0","0","0","0","0","6","0","0","0","0","0","0","0","50","53","0","0","0","0","5","0","5","0","5","11","0","5","0","50","53","0","0","0","0","5","0","5","0","5","11","0","5","0","0","0","29","0","0","0","0","0","0","15","0","1","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51307","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","25","24","0","0","0","0","1","0","1","0","1","8","0","1","0","25","24","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L51342","0","0","0","0","0","0","0","0","1","1","1","3","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","17","16","0","0","0","0","1","0","1","0","1","5","0","1","0","17","16","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L51533","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","3","4","0","0","0","0","0","1","0","0","2","2","0","0","1","10","9","1","0","0","0","1","0","0","0","10","3","0","7","0","10","9","1","0","0","0","1","0","0","0","10","3","0","7","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51543","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","3","4","0","0","0","0","0","1","0","0","2","2","0","0","1","10","9","1","0","0","0","1","0","0","0","10","3","0","7","0","10","9","1","0","0","0","1","0","0","0","10","3","0","7","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51549","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","1","0","0","2","2","0","0","1","8","7","1","0","0","0","1","0","0","0","10","1","0","7","0","8","7","1","0","0","0","1","0","0","0","10","1","0","7","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51559","0","0","0","0","0","0","0","0","1","0","0","2","4","0","0","3","5","0","0","0","0","0","1","0","0","2","2","0","0","1","14","15","2","0","1","0","2","0","0","0","11","2","0","7","0","14","15","2","0","1","0","2","0","0","0","11","2","0","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51577","0","0","0","0","0","0","0","0","1","3","3","4","1","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","38","37","0","0","0","0","1","0","1","0","1","13","0","1","0","38","37","0","0","0","0","1","0","1","0","1","13","0","1","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","false"
"L51747","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51846","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","1","0","0","0","1","0","1","0","1","1","1","1","0","8","7","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L51919","0","0","0","0","0","0","0","0","1","4","4","12","2","1","1","2","5","0","0","0","0","0","1","0","0","0","0","0","0","0","80","83","3","0","3","0","3","0","0","0","3","29","0","0","0","80","83","3","0","3","0","3","0","0","0","3","29","0","0","0","0","0","11","5","6","0","1","0","0","0","0","0","0","2","2","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","1","0","0","0","false"
"L51817","0","0","0","0","0","0","0","0","2","7","7","35","7","7","4","7","15","0","0","0","0","0","2","0","0","0","0","0","0","0","167","175","5","0","5","0","8","0","1","0","8","63","0","1","0","173","181","6","0","5","0","9","0","2","0","9","64","1","2","0","0","0","34","0","16","0","1","0","0","0","0","1","0","5","6","0","0","7","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","0","0","0","false"
"L52015","0","0","0","0","0","0","0","0","1","0","0","1","0","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","8","8","0","0","0","0","1","0","1","0","1","1","0","1","0","8","8","0","0","0","0","1","0","1","0","1","1","0","1","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L52103","0","0","0","0","0","0","0","0","1","3","3","10","0","2","2","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","60","64","4","0","4","0","4","0","0","0","4","26","0","0","0","60","64","4","0","4","0","4","0","0","0","4","26","0","0","0","0","0","11","0","3","0","0","0","0","0","0","0","0","0","1","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","false"
"L52123","0","0","0","0","0","0","0","0","1","3","3","8","2","1","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","45","46","1","0","1","0","1","0","1","0","1","15","0","1","0","45","46","1","0","1","0","1","0","1","0","1","15","0","1","0","0","1","5","0","2","0","0","0","0","0","0","0","0","0","1","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51924","0","0","0","0","0","0","0","0","1","2","2","8","3","1","1","0","4","0","0","0","0","0","3","0","0","1","1","0","0","1","52","56","3","1","3","1","4","0","2","0","4","17","0","2","0","52","56","3","1","3","1","4","0","2","0","4","17","0","2","0","0","0","11","1","2","0","1","0","0","0","0","0","0","0","1","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L51956","0.0928793","1","2","1","0.135593","0.148148","16","16","1","3","2","19","5","3","7","5","12","0","0.0103093","1","0","0","3","0.00900901","1","0","0","0","0","0","96","104","5","0","5","0","7","0","2","0","7","38","0","2","0","110","118","5","0","5","0","8","0","3","0","8","42","0","3","0","0","0","42","1","6","0","0","0","0","20","0","0","0","0","2","0","0","5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L52079","0","0","0","0","0","0","0","0","1","1","1","6","2","1","1","1","4","0","0","0","0","0","3","0","0","1","1","0","0","1","35","38","1","0","1","0","3","0","2","0","3","12","0","2","0","35","38","1","0","1","0","3","0","2","0","3","12","0","2","0","0","0","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L52323","0.5","1","2","1","0.47619","0.47619","10","10","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","9","8","0","0","0","0","1","0","1","0","1","1","0","1","0","22","21","0","0","0","0","2","0","2","0","2","4","0","2","0","0","0","32","2","0","0","0","0","0","22","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L52372","0","0","0","0","0","0","0","0","1","6","5","10","9","1","2","3","5","0","0.0754717","4","0","0","1","0.0754717","4","2","2","0","0","1","49","55","10","0","1","0","2","0","0","0","23","24","2","15","1","49","55","10","0","1","0","2","0","0","0","23","24","2","15","1","0","0","13","1","2","0","0","2","0","0","0","0","0","4","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","false"
"L52345","0","0","0","0","0","0","0","0","2","0","0","3","2","1","1","1","4","0","0","0","0","0","3","0","0","1","1","0","0","1","20","23","2","0","2","0","3","0","2","0","3","4","0","2","0","20","23","2","0","2","0","3","0","2","0","3","4","0","2","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L52445","0","0","0","0","0","0","0","0","1","0","0","2","1","1","1","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","13","15","1","0","1","0","2","0","2","0","2","2","0","2","0","13","15","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L52453","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0.125","1","0","0","1","0.125","1","0","0","0","0","0","7","9","1","0","1","0","1","0","0","0","1","0","0","0","0","7","9","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L52350","0","0","0","0","0","0","0","0","1","3","2","12","7","3","1","8","15","0","0.0140845","1","0","0","5","0.0140845","1","1","2","0","0","2","70","77","10","1","3","0","7","0","4","0","31","24","0","13","0","70","77","10","1","3","0","7","0","4","0","31","24","0","13","0","0","0","18","1","5","0","0","2","0","0","0","0","0","0","0","0","0","2","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","false"
"L52472","0","0","0","0","0","0","0","0","4","5","5","21","4","3","5","1","10","0","0.04","4","0","0","1","0.041958","6","0","0","0","0","0","96","106","5","0","5","0","9","0","0","0","9","42","0","0","0","137","147","5","0","5","0","11","0","2","0","11","59","0","2","0","0","0","34","2","13","0","0","8","0","0","0","1","0","2","3","0","0","2","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","false"
"L52647","0","0","0","0","0","0","0","0","1","4","4","6","3","0","0","5","6","0","0","0","0","0","2","0","0","0","0","0","0","0","43","42","0","0","0","0","1","0","1","0","1","15","0","1","0","43","42","0","0","0","0","1","0","1","0","1","15","0","1","0","0","0","7","4","0","0","0","0","0","0","0","0","0","2","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","false"
"L52737","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","10","9","0","0","0","0","1","0","1","0","1","1","0","1","0","24","23","54","11","0","0","2","0","1","0","89","5","1","42","0","0","0","18","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","false"
"L52872","0","0","0","0","0","0","0","0","1","1","1","1","3","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","20","19","0","0","0","0","1","0","1","0","1","8","0","1","0","20","19","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L52881","0","0","0","0","0","0","0","0","2","0","0","4","1","0","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","17","17","0","0","0","0","2","0","2","0","2","3","0","2","0","17","17","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L52967","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","8","8","0","0","0","0","1","0","1","0","2","1","0","2","0","8","8","0","0","0","0","1","0","1","0","2","1","0","2","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L12566","0","0","0","0","0","0","0","0","1","1","1","21","5","15","49","4","21","0","0","0","0","0","14","0","0","0","0","0","0","0","97","116","2","0","2","0","17","0","13","0","17","31","0","13","0","97","116","2","0","2","0","17","0","13","0","17","31","0","13","0","0","0","37","1","10","0","0","0","0","0","0","0","0","0","0","0","0","2","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","false"
"L2494","0","0","0","0","0","0","0","0","1","2","2","13","3","39","85","3","12","0","0","0","0","0","10","0","0","0","0","0","0","0","67","77","2","0","2","0","9","0","9","0","9","21","0","9","0","67","77","2","0","2","0","9","0","9","0","9","21","0","9","0","0","0","21","2","4","0","0","0","0","0","0","0","0","0","0","0","0","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0","0","0","false"
"L17035","0","0","0","0","0","0","0","0","1","0","0","4","0","23","55","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","20","24","1","0","1","0","4","0","3","0","4","4","0","3","0","20","24","1","0","1","0","4","0","3","0","4","4","0","3","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L53354","0.574468","4","16","5","0.508065","0.552381","63","58","2","1","1","9","7","1","1","11","16","0","0","0","0","0","3","0.0446429","5","0","0","0","0","0","45","51","0","0","0","0","5","0","2","0","5","19","0","2","0","107","124","0","0","0","0","8","0","3","0","8","43","0","3","0","0","0","62","1","2","0","0","2","0","37","0","1","0","0","0","2","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L53442","0","0","0","0","0","0","0","0","6","0","0","8","4","8","10","2","10","0","0","0","0","0","9","0","0","0","0","0","0","0","47","55","6","0","6","0","8","0","8","0","8","13","0","8","0","53","61","6","0","6","0","9","0","9","0","9","14","0","9","0","0","0","26","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L53626","0","0","0","0","0","0","0","0","1","2","2","4","3","4","8","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","32","34","3","0","3","0","2","0","2","0","2","9","0","2","0","38","40","3","0","3","0","3","0","3","0","3","10","0","3","0","0","0","12","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","false"
